players,nation,pos,club,age,weekly,mp,starts,minutes,90s,goals,assists,nonpkg,pkmade,pkatt,yellowcrd,redcrd,shots,shtont,shtont%,shot/90,shtont/90,goal/sht,goal/shtont,distance,fksht,plyrtkl,tklw,dribtkl,dribpast,press,blocks,shblck,passblck,int,tkl+int,clr,errleadsht,2yelcrd,fouls,fouldrwn,offsides,cross,pkwon,pkcon,og,recov,aerialwon,aeriallost,won%,sca,sca90,dribsa,fouldsa,defsa,gca,gca90,dribg,fouldg,defg,mn/mp,min%,cmplmatch,subbedon,mn/sub,unsub,ong,onga,passcomp,passatt,passcomp%,livepass,deadpass,fkpass,pasfrmtbck,unprpass,offpasses,outobound,intercpass,blckdpass,touches,succdrib,attdrib,succ%,plyrsdrib,nutmegs,totdist,prgdist,disposs,passtarg,passrecvd,passrec%,progpass
Connor Roberts,WAL,DF,Burnley,25,26154,21,19,1692,18.8,1,1,1,0,0,2,0,6,4,66.7,0.32,0.21,0.17,0.25,21.3,0,21,13,8,8,157,49,8,41,42,63,55,1,0,12,31,1,28,0,0,0,150,19,17,52.8,22,1.17,1,2,0,1,0.05,0,0,0,43,28.9,4,16,25,4,9,26,562,834,67.4,639,195,8,2,81,2,12,38,26,1035,8,14,57.1,8,3,2624,1497,4,555,502,90.5,22
Andrew Robertson,SCO,DF,Liverpool,27,50000,29,29,2537,28.2,3,10,3,0,0,5,1,18,8,44.4,0.64,0.28,0.17,0.38,17.2,0,33,17,14,20,284,43,4,39,49,82,58,0,0,21,11,4,89,0,0,0,248,33,13,71.7,95,3.37,3,3,2,16,0.57,1,0,0,30,2.6,0,3,30,29,0,3,1859,2294,81,1942,352,52,2,165,7,24,58,66,2536,16,32,50,19,2,7311,4585,19,1871,1719,91.9,115
Joe Rodon,WAL,DF,Tottenham,23,9615,3,0,89,1,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,7,3,2,1,2,2,8,0,0,0,1,0,0,0,0,0,8,4,2,66.7,0,0,0,0,0,0,0,0,0,0,87,84.3,29,0,,2,83,22,28,31,90.3,31,0,0,0,4,0,1,0,0,44,0,0,,0,0,67,13,0,25,23,92,0
Mads Roerslev,DEN,DF,Brentford,22,5000,21,12,1240,13.8,1,1,1,0,0,1,0,5,2,40,0.36,0.15,0.2,0.5,17.5,0,26,9,16,19,173,31,6,25,21,47,30,0,0,20,9,2,23,0,1,0,82,16,30,34.8,16,1.16,1,2,0,3,0.22,0,0,0,84,53.9,19,1,1,2,38,25,230,344,66.9,319,25,0,0,47,1,10,16,11,498,3,15,20,6,0,1050,410,12,336,261,77.7,25
Cristian Romero,ARG,DF,Tottenham,23,31346,22,21,1844,20.5,1,0,1,0,0,8,0,6,2,33.3,0.29,0.1,0.17,0.5,13.3,0,75,45,25,18,317,50,23,27,57,132,78,1,0,36,17,2,2,0,1,0,199,50,30,62.5,17,0.83,0,1,1,2,0.1,0,0,1,80,84.5,21,2,14,1,40,52,1117,1278,87.4,1237,41,32,1,160,1,14,30,21,1533,9,14,64.3,10,0,5473,3097,8,1049,1019,97.1,7
Danny Rose,ENG,DF,Watford,31,60000,8,7,689,7.7,0,0,0,0,0,4,0,4,1,25,0.52,0.13,0,0,19.7,0,23,15,12,17,85,14,6,8,15,38,13,0,0,12,16,0,15,0,1,0,51,4,6,40,11,1.44,0,0,0,1,0.13,0,0,0,17,6.5,0,13,17,8,2,5,221,331,66.8,219,112,18,1,25,2,5,10,17,409,9,15,60,9,2,833,508,6,192,173,90.1,6
Antonio Rudiger,GER,DF,Chelsea,28,100000,34,34,3035,33.7,3,0,3,0,0,9,0,48,13,27.1,1.42,0.39,0.06,0.23,19.5,0,53,28,30,16,294,41,13,28,43,96,110,1,0,41,16,0,14,2,0,0,284,67,30,69.1,39,1.16,1,2,0,8,0.24,0,2,0,40,22.5,2,12,24,7,3,16,2162,2447,88.4,2390,57,45,4,239,9,31,42,20,2759,6,10,60,7,1,9572,5631,18,2197,2143,97.5,17
Romain Saiss,MAR,DF,Wolves,31,21923,31,31,2705,30.1,2,0,2,0,0,6,0,18,6,33.3,0.6,0.2,0.11,0.33,11.8,1,60,38,18,14,283,61,24,37,81,141,173,1,0,35,18,3,7,0,2,0,260,84,43,66.1,15,0.5,0,0,0,0,0,0,0,0,78,87.1,16,2,27,0,52,39,1415,1718,82.4,1665,53,40,0,166,5,24,55,25,2111,5,8,62.5,6,1,5502,2923,8,1411,1373,97.3,6
Mohammed Salisu,GHA,DF,Southampton,22,23077,34,33,2972,33,0,0,0,0,0,10,1,25,8,32,0.76,0.24,0,0,11,0,91,60,41,31,364,69,28,41,93,184,196,5,1,49,13,2,26,0,0,1,397,128,62,67.4,27,0.82,0,0,2,3,0.09,0,0,0,60,33.2,9,7,20,18,11,11,1375,1780,77.2,1649,131,37,1,267,2,35,45,23,2244,9,14,64.3,9,0,7505,3499,17,1248,1214,97.3,5
Davinson Sanchez,COL,DF,Tottenham,25,65000,23,17,1631,18.1,2,0,2,0,0,4,0,13,3,23.1,0.72,0.17,0.15,0.67,8.1,0,45,22,16,11,186,35,19,16,34,79,76,0,0,16,12,1,2,0,0,0,153,56,38,59.6,16,0.88,0,0,0,1,0.06,0,0,0,90,97.3,36,0,,0,42,42,972,1088,89.3,1058,30,23,1,105,1,14,15,6,1290,3,5,60,4,0,4031,2250,10,923,896,97.1,5
Samir Santos,BRA,DF,Watford,26,11731,19,19,1673,18.6,0,0,0,0,0,4,0,8,2,25,0.43,0.11,0,0,11.6,0,32,19,10,7,143,28,11,17,54,86,82,2,0,18,16,0,0,0,0,0,171,55,36,60.4,4,0.22,0,0,0,0,0,0,0,0,60,46,5,8,19,0,11,33,537,659,81.5,644,15,14,1,84,2,18,3,7,856,0,1,0,0,1,2214,1023,4,451,444,98.4,1
Malang Sarr,FRA,DF,Chelsea,22,120000,8,6,546,6.1,0,0,0,0,0,2,0,1,0,0,0.16,0,0,,21.5,0,13,4,3,4,68,9,3,6,12,25,26,0,0,9,1,0,4,0,0,0,51,14,7,66.7,7,1.15,0,0,0,1,0.16,0,0,0,4,0.1,0,1,4,23,0,0,424,473,89.6,440,33,11,0,40,0,9,3,6,539,0,4,0,1,0,1794,783,1,391,384,98.2,2
Fabian Schar,SUI,DF,Newcastle Utd,29,40000,25,25,2158,24,2,2,2,0,0,4,0,20,6,30,0.83,0.25,0.1,0.33,16.9,3,20,11,11,5,151,37,19,18,75,95,121,2,0,33,13,3,6,0,0,0,208,51,45,53.1,24,1,2,1,0,4,0.17,1,0,0,58,54.1,13,12,14,4,23,19,679,953,71.2,871,82,71,2,101,6,29,37,12,1223,8,13,61.5,9,0,4116,2421,6,674,653,96.9,3
Nelson Semedo,POR,DF,Wolves,27,76923,25,25,2131,23.7,0,1,0,0,0,1,0,19,4,21.1,0.8,0.17,0,0,20.3,0,59,40,26,22,379,43,4,39,43,102,57,0,0,23,24,4,26,0,1,0,177,20,32,38.5,37,1.56,4,2,0,1,0.04,0,0,0,70,30.6,4,2,41,7,26,10,908,1152,78.8,933,219,5,1,168,5,26,35,41,1467,31,64,48.4,37,3,4802,3003,31,981,848,86.4,83
Ryan Sessegnon,ENG,DF,Tottenham,21,57692,15,13,1047,11.6,0,2,0,0,0,2,0,6,1,16.7,0.52,0.09,0,0,13.6,0,27,14,12,14,230,30,3,27,19,46,22,0,0,27,9,5,26,0,0,0,61,13,15,46.4,21,1.81,1,0,0,4,0.34,0,0,0,51,20.7,3,7,26,14,9,14,315,424,74.3,355,69,5,0,56,2,14,12,20,569,5,13,38.5,5,0,1858,1039,16,394,328,83.2,50
Luke Shaw,ENG,DF,Manchester Utd,26,150000,20,19,1601,17.8,0,3,0,0,0,8,0,6,1,16.7,0.34,0.06,0,0,23.6,0,22,13,12,12,190,40,11,29,15,37,22,0,0,35,18,2,44,0,1,0,145,22,20,52.4,64,3.6,0,0,2,6,0.34,0,0,0,83,58,19,2,17,1,28,31,938,1172,80,951,221,14,1,146,6,8,36,45,1321,10,24,41.7,12,1,4376,2522,10,912,831,91.1,32
Francisco Sierralta,CHI,DF,Watford,24,9423,5,5,427,4.7,0,0,0,0,0,0,0,1,1,100,0.21,0.21,0,0,9,0,6,4,5,3,24,9,2,7,14,20,40,0,0,5,2,0,0,0,0,1,33,18,4,81.8,1,0.21,0,0,0,0,0,0,0,0,82,83.5,27,2,12,3,75,23,143,169,84.6,164,5,5,0,17,1,4,0,0,244,1,1,100,1,0,522,251,1,134,131,97.8,0
Thiago Silva,BRA,DF,Chelsea,36,110000,32,28,2650,29.4,3,0,3,0,0,2,0,18,5,27.8,0.61,0.17,0.17,0.6,10.7,0,36,23,11,14,173,65,31,34,65,101,114,0,0,13,15,1,1,1,0,0,307,68,32,68,26,0.88,0,1,1,1,0.03,0,1,0,61,1.8,0,0,,6,0,0,2345,2524,92.9,2470,54,48,3,201,5,14,29,12,2813,4,6,66.7,5,1,11337,6931,3,2157,2121,98.3,4
Cedric Soares,POR,DF,Arsenal,29,75000,21,16,1486,16.5,1,1,1,0,0,3,0,12,1,8.3,0.73,0.06,0.08,1,21.7,2,39,20,15,10,194,24,8,16,20,59,35,1,0,18,9,3,62,0,1,0,154,22,24,47.8,36,2.18,0,1,1,2,0.12,0,0,0,87,89.5,33,1,14,1,51,46,874,1110,78.7,909,201,33,0,104,6,19,24,30,1254,7,11,63.6,7,0,3422,1554,15,807,755,93.6,8
Caglar Soyuncu,TUR,DF,Leicester City,25,45000,28,28,2497,27.7,1,0,1,0,0,5,0,8,1,12.5,0.29,0.04,0.13,1,12,0,52,30,25,16,259,56,29,27,50,102,139,1,0,32,15,1,5,0,2,0,299,99,53,65.1,11,0.4,0,0,0,0,0,0,0,0,47,4.1,0,2,38,3,0,6,1570,1822,86.2,1774,48,41,0,195,5,29,29,15,2135,6,9,66.7,6,0,6853,3167,3,1475,1453,98.5,2
Jack Stephens,ENG,DF,Southampton,27,47885,11,9,811,9,0,0,0,0,0,3,0,0,0,,0,0,,,,0,21,12,6,12,92,16,8,8,27,48,46,0,0,11,3,0,0,0,0,0,97,19,16,54.3,6,0.67,0,0,1,0,0,0,0,0,71,62.2,17,7,24,7,64,17,348,445,78.2,423,22,14,0,70,2,6,10,8,551,1,2,50,1,0,1888,1044,2,315,307,97.5,2
John Stones,ENG,DF,Manchester City,27,250000,14,12,1119,12.4,1,0,1,0,0,0,0,9,5,55.6,0.72,0.4,0.11,0.2,12.8,0,5,4,2,2,58,9,3,6,17,22,41,1,0,3,9,0,1,0,0,0,86,54,11,83.1,14,1.13,0,0,0,1,0.08,0,0,0,71,60.1,20,7,24,2,25,52,905,976,92.7,940,36,14,0,127,2,5,9,6,1061,6,7,85.7,6,1,4822,2729,2,861,844,98,3
Pascal Struijk,NED,DF,Leeds United,21,7115,29,22,2055,22.8,1,0,1,0,0,6,1,11,3,27.3,0.48,0.13,0.09,0.33,7.8,0,68,35,28,22,387,57,27,30,63,131,82,3,0,29,10,1,0,0,0,0,230,47,36,56.6,19,0.83,0,1,3,2,0.09,0,0,1,22,3.8,0,6,22,19,3,1,1059,1213,87.3,1163,50,29,0,143,3,19,30,17,1502,4,6,66.7,4,0,4463,2309,11,953,911,95.6,11
Japhet Tanganga,ENG,DF,Tottenham,22,23077,11,10,735,8.2,0,0,0,0,0,4,1,7,2,28.6,0.86,0.24,0,0,13.1,0,21,12,8,5,110,16,7,9,17,38,30,0,1,20,10,1,10,0,0,0,46,19,10,65.5,3,0.37,0,0,0,0,0,0,0,0,84,41.8,14,0,,3,16,28,327,396,82.6,341,55,5,0,41,0,7,13,5,502,3,6,50,3,1,1405,953,9,327,310,94.8,12
Matt Targett,ENG,DF,Aston Villa,25,35000,17,17,1431,15.9,1,1,1,0,0,2,0,7,2,28.6,0.44,0.13,0.14,0.5,13.4,0,31,15,13,22,191,44,10,34,35,66,25,0,0,19,13,0,41,0,1,1,129,31,20,60.8,27,1.7,0,0,0,1,0.06,0,0,0,90,42.1,16,0,,0,22,19,599,805,74.4,657,148,19,0,100,1,10,30,33,965,1,5,20,1,0,1905,1096,6,586,526,89.8,31
Matt Targett,ENG,DF,Newcastle Utd,25,35000,16,16,1440,16,0,0,0,0,0,1,0,6,3,50,0.37,0.19,0,0,16.4,0,40,23,20,15,175,18,4,14,35,75,43,1,0,11,13,1,30,0,0,0,136,24,21,53.3,34,2.12,0,4,0,1,0.06,0,0,0,89,90.8,34,0,,0,30,51,568,777,73.1,558,219,28,0,98,4,6,29,25,938,9,16,56.3,9,3,1459,673,7,451,421,93.3,18
James Tarkowski,ENG,DF,Burnley,28,50000,35,35,3106,34.5,1,2,1,0,0,11,0,23,6,26.1,0.67,0.17,0.04,0.17,10.6,0,71,42,32,25,261,92,63,29,72,143,216,5,0,34,22,2,2,0,0,1,377,171,78,68.7,23,0.67,0,0,1,2,0.06,0,0,0,53,34.4,10,9,11,16,25,19,802,1120,71.6,1100,20,16,1,193,4,42,28,10,1588,7,9,77.8,7,0,2909,1319,4,744,691,92.9,12
Nuno Tavares,POR,DF,Arsenal,21,26923,22,13,1176,13.1,1,1,1,0,0,2,0,23,2,8.7,1.76,0.15,0.04,0.5,19.8,0,20,12,5,5,155,21,5,16,24,44,30,1,0,27,14,1,32,0,1,0,101,26,27,49.1,26,1.99,3,2,2,3,0.23,0,0,0,88,79.9,30,1,31,0,28,48,584,714,81.8,603,111,10,0,82,1,14,16,32,888,20,37,54.1,20,0,3254,1964,18,600,559,93.2,43
Charlie Taylor,ENG,DF,Burnley,27,25000,31,30,2731,30.3,0,3,0,0,0,3,0,7,0,0,0.23,0,0,,21.6,0,54,24,28,20,243,95,20,75,72,126,84,1,0,20,48,0,67,0,0,0,275,66,34,66,41,1.35,1,6,0,6,0.2,0,1,0,57,23.5,1,4,15,14,14,18,977,1364,71.6,1065,299,14,1,188,10,32,36,59,1740,28,58,48.3,34,1,6004,2647,21,864,814,94.2,23
Alex Telles,BRA,DF,Manchester Utd,28,93077,21,18,1660,18.4,0,4,0,0,0,1,0,10,3,30,0.54,0.16,0,0,23,4,48,27,19,16,196,29,5,24,36,84,53,2,0,26,16,1,63,0,2,0,131,31,22,58.5,45,2.44,0,1,1,5,0.27,0,1,0,87,55.9,20,1,60,5,32,35,887,1178,75.3,966,212,23,1,142,5,14,43,29,1379,12,20,60,12,0,3605,2145,13,904,841,93,40
Luke Thomas,ENG,DF,Leicester City,20,11538,22,21,1912,21.2,0,1,0,0,0,2,0,4,0,0,0.19,0,0,,18.6,0,48,29,20,32,381,57,15,42,40,88,48,1,0,20,18,0,23,0,0,0,192,30,39,43.5,20,0.94,0,0,1,1,0.05,0,0,0,73,4.3,0,0,,11,0,3,1008,1256,80.3,1018,238,19,3,168,1,16,39,41,1523,14,27,51.9,18,0,3380,1771,22,921,871,94.6,31
Kieran Tierney,SCO,DF,Arsenal,24,110000,22,22,1915,21.3,1,3,1,0,0,0,0,15,5,33.3,0.7,0.23,0.07,0.2,21.2,0,21,12,10,4,162,35,7,28,31,52,46,0,0,7,19,1,72,0,0,0,171,16,20,44.4,38,1.79,1,1,0,3,0.14,0,0,0,80,49.1,16,1,1,1,30,20,904,1164,77.7,979,185,10,0,97,7,18,37,32,1346,11,25,44,13,1,4339,2638,8,901,836,92.8,59
Takehiro Tomiyasu,JPN,DF,Arsenal,22,40000,21,20,1679,18.7,0,1,0,0,0,2,0,11,2,18.2,0.59,0.11,0,0,16.1,0,38,17,16,14,221,37,3,34,36,74,48,1,0,20,14,0,27,0,0,0,197,57,51,52.8,30,1.61,0,0,4,4,0.21,0,0,1,68,16,5,2,9,19,6,11,883,1085,81.4,926,159,18,2,122,3,19,23,18,1305,7,15,46.7,9,0,3336,1848,15,811,750,92.5,29
James Tomkins,ENG,DF,Crystal Palace,32,50000,8,6,547,6.1,1,0,1,0,0,2,0,4,2,50,0.66,0.33,0.25,0.5,12,0,12,6,5,2,49,13,8,5,10,22,14,0,0,7,2,0,0,0,0,0,46,13,7,65,3,0.49,0,0,0,0,0,0,0,0,88,85.1,32,1,29,0,43,47,276,314,87.9,294,20,18,0,31,0,5,3,3,363,2,2,100,2,0,895,383,0,243,237,97.5,1
Kieran Trippier,ENG,DF,Newcastle Utd,30,144231,6,5,429,4.8,2,0,2,0,0,0,0,2,2,100,0.42,0.42,1,1,23.2,2,21,13,10,6,60,12,3,9,11,32,18,0,0,5,3,0,11,0,0,0,46,12,5,70.6,9,1.89,0,0,0,1,0.21,0,0,0,82,40.6,15,2,20,11,19,30,190,276,68.8,191,85,17,0,35,0,6,8,9,336,1,2,50,1,0,379,186,3,139,133,95.7,4
William Troost-Ekong,NGA,DF,Watford,27,27500,17,15,1390,15.4,0,0,0,0,0,3,0,2,0,0,0.13,0,0,,21.8,0,17,10,6,5,106,29,14,15,23,40,88,1,0,17,1,1,1,0,1,0,115,32,17,65.3,4,0.26,0,0,1,0,0,0,0,0,83,82,23,2,33,1,34,33,440,557,79,542,15,13,0,56,1,13,11,6,708,1,2,50,1,0,2216,1377,0,418,411,98.3,2
Kostas Tsimikas,GRE,DF,Liverpool,25,60000,13,9,877,9.7,0,2,0,0,0,3,0,8,2,25,0.82,0.21,0,0,17.1,0,20,10,6,10,137,15,2,13,14,34,22,0,0,22,8,0,57,0,0,0,93,10,11,47.6,37,3.8,0,0,0,3,0.31,0,0,0,56,14.9,5,3,4,8,6,10,512,698,73.4,565,133,12,0,65,1,5,27,33,798,9,15,60,9,2,2915,1713,10,530,487,91.9,57
Yan Valery,FRA,DF,Southampton,22,1923,5,3,370,4.1,0,0,0,0,0,0,0,2,0,0,0.49,0,0,,28.3,0,10,7,5,6,50,10,3,7,12,22,21,1,0,5,3,0,2,0,0,0,42,15,8,65.2,1,0.24,0,0,0,0,0,0,0,0,83,53.5,20,2,16,2,30,22,108,155,69.7,140,15,3,0,24,0,6,9,6,211,0,3,0,0,1,676,323,3,98,96,98,2
Raphael Varane,FRA,DF,Manchester Utd,28,340000,22,20,1831,20.3,1,1,1,0,0,0,0,9,1,11.1,0.44,0.05,0.11,1,8.3,0,27,16,10,12,164,32,14,18,35,62,95,1,0,7,7,0,0,0,0,0,184,63,34,64.9,10,0.49,0,0,1,2,0.1,0,0,0,72,52.8,15,5,23,2,37,27,986,1096,90,1054,42,39,0,106,1,14,13,7,1295,2,5,40,2,1,5248,2663,1,881,864,98.1,3
Joel Veltman,NED,DF,Brighton,29,38462,34,33,2874,31.9,1,1,1,0,0,6,0,12,2,16.7,0.38,0.06,0.08,0.5,16.6,0,90,40,31,33,350,65,16,49,67,157,97,1,0,48,38,0,30,1,1,0,318,69,42,62.2,36,1.13,1,2,1,2,0.06,0,0,0,57,16.6,5,4,14,15,12,16,1440,1843,78.1,1564,279,38,3,196,4,44,63,47,2219,14,31,45.2,15,1,5742,2465,15,1304,1250,95.9,15
Jannik Vestergaard,DEN,DF,Leicester City,28,65192,10,6,567,6.3,0,0,0,0,0,2,0,1,0,0,0.16,0,0,,4.1,0,16,11,6,9,60,15,10,5,15,31,41,1,0,6,1,0,0,0,1,0,47,16,11,59.3,3,0.48,0,0,0,0,0,0,0,0,29,16.4,0,13,14,13,7,10,328,357,91.9,346,11,11,0,35,0,3,8,5,438,3,3,100,3,0,1285,565,0,303,291,96,0
Kyle Walker,ENG,DF,Manchester City,31,110000,20,20,1755,19.5,0,2,0,0,0,1,0,8,2,25,0.41,0.1,0,0,23.5,1,23,16,11,11,164,20,4,16,25,48,24,0,0,7,13,1,28,0,0,0,155,21,17,55.3,36,1.85,0,3,0,5,0.26,0,1,0,82,77,27,3,16,5,33,49,1465,1647,88.9,1497,150,22,3,118,7,14,24,28,1769,8,14,57.1,9,1,5420,2323,7,1398,1344,96.1,30
Kyle Walker-Peters,ENG,DF,Southampton,24,20000,32,29,2633,29.3,1,2,1,0,0,5,0,27,7,25.9,0.92,0.24,0.04,0.14,19.2,0,63,27,20,16,367,53,9,44,56,119,44,1,0,29,53,3,33,0,0,0,252,32,40,44.4,61,2.09,6,7,3,8,0.27,0,2,1,90,52.4,19,0,,10,29,35,1071,1359,78.8,1114,245,15,3,219,2,19,45,53,1735,51,80,63.8,53,1,7588,4740,49,1110,994,89.5,81
Aaron Wan-Bissaka,ENG,DF,Manchester Utd,23,90000,20,20,1793,19.9,0,0,0,0,0,2,0,5,1,20,0.25,0.05,0,0,13.5,0,46,25,7,11,225,56,15,41,51,97,48,0,0,19,17,1,22,0,1,0,164,19,31,38,31,1.56,3,1,1,1,0.05,0,0,0,90,2.6,1,0,,31,5,1,929,1113,83.5,933,180,11,0,140,2,10,51,36,1363,36,58,62.1,38,5,3993,2244,28,881,800,90.8,37
Joel Ward,ENG,DF,Crystal Palace,31,35000,28,27,2487,27.6,0,0,0,0,0,8,0,10,1,10,0.36,0.04,0,0,19.6,0,48,28,24,27,284,53,12,41,54,102,104,1,0,30,25,1,30,0,0,0,242,80,37,68.4,16,0.58,0,0,0,2,0.07,0,0,0,89,94,34,0,,0,40,63,1370,1712,80,1418,294,38,2,209,4,44,54,37,2016,17,25,68,18,0,5315,2716,23,1217,1175,96.5,14
Adam Webster,ENG,DF,Brighton,26,38077,22,16,1434,15.9,2,0,2,0,0,5,0,9,2,22.2,0.56,0.13,0.22,1,9.2,0,23,13,12,10,118,36,19,17,25,48,81,2,0,18,3,0,4,0,0,0,185,65,18,78.3,10,0.63,0,0,0,1,0.06,0,0,0,73,42.4,7,3,26,0,14,20,933,1135,82.2,1104,31,17,0,136,1,21,27,15,1314,7,8,87.5,7,1,4998,3122,4,920,908,98.7,3
Ben White,ENG,DF,Arsenal,23,120000,32,32,2880,32,0,0,0,0,0,3,0,12,3,25,0.37,0.09,0,0,14.1,0,42,23,19,24,252,54,26,28,66,108,114,0,0,22,29,0,4,0,1,1,302,68,45,60.2,25,0.78,0,1,1,1,0.03,0,0,0,82,62,19,3,32,6,16,52,1538,1793,85.8,1730,63,41,2,193,4,32,36,19,2111,7,16,43.8,8,2,7856,4466,11,1442,1428,99,3
Brandon Williams,ENG,DF,Norwich City,20,65000,26,23,2120,23.6,0,1,0,0,0,8,0,4,1,25,0.17,0.04,0,0,20.2,0,56,29,24,33,317,51,7,44,61,117,47,0,0,26,53,0,18,0,0,0,172,22,20,52.4,31,1.32,0,3,1,2,0.08,0,0,1,8,0.2,0,1,8,12,1,0,901,1115,80.8,918,197,22,3,154,6,15,52,17,1419,16,32,50,18,0,5036,2875,29,861,797,92.6,30
Christoph Zimmermann,GER,DF,Norwich City,28,19423,3,2,157,1.7,0,0,0,0,0,0,0,2,1,50,1.15,0.57,0,0,18,0,5,3,2,2,24,0,0,0,3,8,3,0,0,1,2,0,0,0,0,0,16,2,1,66.7,0,0,0,0,0,0,0,0,0,0,70,30.6,10,5,29,17,49,9,48,66,72.7,63,3,3,0,9,0,2,4,3,80,1,2,50,2,1,283,172,0,48,47,97.9,0
Oleksandr Zinchenko,UKR,DF,Manchester City,24,20000,15,10,1047,11.6,0,4,0,0,0,0,0,12,4,33.3,1.03,0.34,0,0,21.7,0,20,11,4,9,94,18,3,15,18,38,13,1,0,11,4,1,28,0,0,0,114,17,16,51.5,42,3.61,2,1,1,10,0.86,1,0,1,57,38.6,8,9,19,13,22,12,947,1061,89.3,977,84,10,2,91,2,3,28,23,1153,6,11,54.5,6,1,3724,2046,8,896,867,96.8,42
Kurt Zouma,FRA,DF,West Ham,26,120000,24,24,2078,23.1,1,0,1,0,0,1,0,7,2,28.6,0.3,0.09,0.14,0.5,6.2,0,11,5,4,4,107,38,27,11,47,58,140,0,0,12,10,0,2,0,0,1,164,55,25,68.8,6,0.26,0,0,0,0,0,0,0,0,,,,,,,,,845,950,88.9,925,25,22,1,69,0,18,4,2,1206,2,4,50,3,1,3398,1721,2,771,755,97.9,3
Tariq Lamptey,ENG,DFFW,Brighton,20,35000,30,16,1561,17.3,0,2,0,0,0,4,0,19,4,21.1,1.1,0.23,0,0,19.5,0,38,23,14,12,245,22,4,18,37,75,19,0,0,31,54,3,72,0,0,0,121,9,32,22,47,2.71,4,4,3,2,0.12,0,0,0,60,52.2,7,11,20,6,32,29,607,787,77.1,715,72,5,1,113,2,13,20,37,1043,28,60,46.7,29,0,4516,2867,25,887,713,80.4,76
Solly March,ENG,DFFW,Brighton,27,30000,31,17,1746,19.4,0,2,0,0,0,1,0,21,10,47.6,1.08,0.52,0,0,17.3,2,38,22,9,15,260,33,4,29,31,69,23,0,0,35,23,12,63,0,0,0,129,22,38,36.7,67,3.45,7,3,2,4,0.21,0,1,0,90,5.3,2,0,,4,0,4,553,766,72.2,680,86,14,1,133,0,11,36,37,985,25,44,56.8,25,1,4240,2361,32,829,632,76.2,81
Arthur Masuaku,COD,DFFW,West Ham,27,40000,13,6,650,7.2,1,1,1,0,0,1,0,4,1,25,0.55,0.14,0.25,1,26.6,0,33,19,12,11,120,10,1,9,18,51,16,0,0,8,4,0,20,0,0,0,74,13,9,59.1,6,0.83,0,0,0,2,0.28,0,0,0,34,6.9,0,5,18,22,4,4,293,375,78.1,333,42,4,0,54,2,11,15,9,475,5,8,62.5,5,1,1214,684,9,295,270,91.5,11
Ashley Young,ENG,DFFW,Aston Villa,36,49423,24,10,1250,13.9,0,2,0,0,0,2,0,10,3,30,0.72,0.22,0,0,21.1,1,28,15,11,3,145,12,4,8,22,50,24,0,0,20,34,1,29,0,0,1,91,12,18,40,22,1.58,1,1,1,4,0.29,1,0,0,4,0.1,0,1,4,7,0,0,481,627,76.7,529,98,15,1,81,3,16,15,23,753,7,13,53.8,9,1,2155,1279,7,536,471,87.9,31
Chiquinho,POR,DFMF,Wolves,21,18269,8,1,208,2.3,0,3,0,0,0,0,0,5,2,40,2.16,0.87,0,0,11.1,0,9,6,3,1,58,3,0,3,6,15,3,0,0,11,8,0,21,0,0,0,21,5,5,50,10,4.33,1,1,0,3,1.3,0,0,0,26,6.1,1,7,17,7,5,5,72,108,66.7,98,10,1,0,15,0,2,5,7,153,8,12,66.7,8,0,418,248,11,125,102,81.6,22
Hamza Choudhury,ENG,DFMF,Leicester City,23,7500,6,4,285,3.2,0,0,0,0,0,1,0,1,0,0,0.32,0,0,,12.8,0,8,2,2,3,42,5,0,5,16,24,12,0,0,6,7,0,0,0,0,0,24,14,1,93.3,1,0.32,0,1,0,0,0,0,0,0,48,8.3,1,2,11,25,4,4,129,158,81.6,146,12,3,0,38,0,8,3,3,207,1,3,33.3,2,0,317,98,3,134,122,91,0
Stuart Dallas,NIR,DFMF,Leeds United,30,8077,34,34,2919,32.4,1,1,1,0,0,5,0,31,8,25.8,0.96,0.25,0.03,0.13,21.1,0,90,46,48,67,531,64,16,48,78,168,66,0,0,38,39,2,43,0,1,0,286,40,33,54.8,64,1.97,2,2,3,3,0.09,0,0,1,86,85.4,31,0,,0,38,66,1312,1666,78.8,1334,332,45,3,221,7,30,49,52,2050,20,39,51.3,21,3,6653,3857,38,1250,1100,88,65
Saman Ghoddos,IRN,DFMF,Brentford,27,15000,17,4,536,6,1,1,1,0,0,2,0,8,2,25,1.34,0.34,0.13,0.5,20,1,17,8,8,4,117,13,0,13,7,24,13,0,0,13,12,0,14,1,0,0,54,8,15,34.8,25,4.2,0,3,1,2,0.34,0,1,0,32,15.7,0,13,21,16,10,4,149,221,67.4,195,26,11,1,25,1,7,12,7,298,4,5,80,4,1,859,503,5,232,164,70.7,31
Jamie Shackleton,ENG,DFMF,Leeds United,21,1538,14,7,709,7.9,0,0,0,0,0,4,0,4,1,25,0.51,0.13,0,0,18.8,0,26,18,9,12,115,16,7,9,10,36,9,2,0,14,7,0,4,0,0,0,68,6,13,31.6,8,1.02,0,0,0,1,0.13,0,0,0,80,46.8,15,1,17,2,31,24,352,409,86.1,347,62,3,0,46,0,5,12,14,492,8,15,53.3,8,1,1585,834,6,318,284,89.3,14
